title,checkin,checkout,reference,url,calificacion,precio,contains,ciudad
Private room on Colonial Street,2020-07-12,2020-07-19,Habitación de hotel en San Agustín,https://www.airbnb.com.co/rooms/26667134?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,80000,"4 huéspedes,1 habitación,3 camas,3 baños",San Agustín
Hospedaje familiar,2020-07-12,2020-07-19,Apartamento entero en San Agustín,https://www.airbnb.com.co/rooms/47700164?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,157000,"9 huéspedes,2 habitaciones,7 camas,1 baño,Estacionamiento gratuito",San Agustín
Apartamento en San Agustín Ubicación Privilegiada,2020-07-12,2020-07-19,Apartamento entero en San Agustín,https://www.airbnb.com.co/rooms/37907118?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,"3.83,6",50000,"7 huéspedes,3 habitaciones,5 camas,2 baños,Estacionamiento gratuito",San Agustín
Hostal Finca Palo Alto - Cabaña de Pino,2020-07-12,2020-07-19,Estadía en granja en San Agustín,https://www.airbnb.com.co/rooms/40508882?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,150000,"3 huéspedes,1 habitación,1 cama,1 baño,Estacionamiento gratuito",San Agustín
Casa loma,2020-07-12,2020-07-19,Habitación compartida en San Agustín,https://www.airbnb.com.co/rooms/27784035?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,50000,"5 huéspedes,1 habitación,4 camas,1 baño compartido",San Agustín
Casa campestre en San Agustín,2020-07-12,2020-07-19,Casa de campo entera en San Agustín,https://www.airbnb.com.co/rooms/31634058?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,160000,"10 huéspedes,5 habitaciones,1 cama,4 baños,Estacionamiento gratuito",San Agustín
HOSTAL PACHAMAMA SAN AGUSTÍN,2020-07-12,2020-07-19,Habitación de hostal en San Agustín,https://www.airbnb.com.co/rooms/9393301?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,"5.0,6",100000,"14 huéspedes,5 habitaciones,11 camas,5 baños,Estacionamiento gratuito",San Agustín
Casa Temazcales TierraDentro,2020-07-12,2020-07-19,Estadía en granja en San Agustín,https://www.airbnb.com.co/rooms/23502990?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,"4.80,6",240000,"6 huéspedes,2 habitaciones,3 camas,2 baños,Estacionamiento gratuito",San Agustín
Apartamento Totalmente Independiente.,2020-07-12,2020-07-19,Apartamento entero en San Agustín,https://www.airbnb.com.co/rooms/41381669?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,"4.67,3",150000,"10 huéspedes,3 habitaciones,5 camas,1 baño,Estacionamiento gratuito,Piscina",San Agustín
Hostal Finca Palo Alto - Cabaña 1,2020-07-12,2020-07-19,Estadía en granja en San Agustín,https://www.airbnb.com.co/rooms/40509243?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,140000,"3 huéspedes,1 habitación,2 camas,1 baño,Estacionamiento gratuito",San Agustín
Montecarlo San Agustín-Huila,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/34619539?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,"4.40,5",115000,"12 huéspedes,3 habitaciones,6 camas,4 baños,Estacionamiento gratuito",San Agustín
Hospedaje Manuel Valdes,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/41272593?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,40000,"16 huéspedes,1 habitación,15 camas,8 baños,Estacionamiento gratuito,Piscina",San Agustín
Hostal Bella vista  tranquilidad y confianza,2020-07-12,2020-07-19,Habitación de hostal en Campoalegre,https://www.airbnb.com.co/rooms/36673319?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,72771,"2 huéspedes,1 habitación,2 camas,1 baño privado",San Agustín
"Aghatarouse, Apto tipo hostal",2020-07-12,2020-07-19,Minicasa en San Agustín,https://www.airbnb.com.co/rooms/47569217?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,200000,"7 huéspedes,1 habitación,6 camas,1 baño",San Agustín
Un lugar con ambiente familiar,2020-07-12,2020-07-19,Habitación de hotel en Neiva,https://www.airbnb.com.co/rooms/37047507?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,145000,"4 huéspedes,3 habitaciones,3 camas,1 baño,Estacionamiento gratuito",San Agustín
Relax in the cozy Casa Sol,2020-07-12,2020-07-19,Bungalow entero en San Agustín,https://www.airbnb.com.co/rooms/28656665?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,140000,"2 huéspedes,1 habitación,2 camas,1 baño,Estacionamiento gratuito",San Agustín
HOTEL IMPERIO COPACABANA,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/38700949?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,30000,"16 huéspedes,7 habitaciones,16 camas,1 baño privado,Estacionamiento gratuito",San Agustín
Hotel alto de los Andaquies Domirtorio#3,2020-07-12,2020-07-19,Habitación de hotel en San Agustín,https://www.airbnb.com.co/rooms/37016825?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,150000,"5 huéspedes,1 habitación,4 camas,1 baño,Estacionamiento gratuito",San Agustín
Disfruta de nuestra casa con ambiente familiar!,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/30589377?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,42001,"4 huéspedes,2 habitaciones,2 camas,1 baño compartido",San Agustín
CABAÑA LA CHAVELITA,2020-07-12,2020-07-19,Habitación privada en Huila,https://www.airbnb.com.co/rooms/22417876?adults=2&previous_page_section_name=1000&federated_search_id=e5bbf326-6146-4781-ac77-c8b7b82fd67f,,127815,"6 huéspedes,3 habitaciones,3 camas,2 baños compartidos,Estacionamiento gratuito",San Agustín
Habitación Triple,2020-07-12,2020-07-19,Habitación privada en San Andrés Islas ,https://www.airbnb.com.co/rooms/30869164?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.72,18",91429,"3 huéspedes,1 habitación,2 camas,1 baño compartido,Aire acondicionado,Cocina",San Andres
James & Gomez Society,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/25804125?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.43,77",100000,"4 huéspedes,1 habitación,4 camas,1 baño,Aire acondicionado,Wifi",San Andres
Habitación cama matrimonial con pequeña cocineta,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/27814703?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.87,23",80000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Hermoso apartamento completo 202.,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/47097430?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.33,3",127143,"6 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina",San Andres
Posada Rocky2,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/24406216?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"5.0,5",82857,"7 huéspedes,Estudio,7 camas,1 baño,Aire acondicionado,Cocina",San Andres
Habitación Doble North Cay (5 min de la playa),2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/32361142?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"5.0,13",200000,"2 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
HOSTAL CASA LUNA Apartamento con cocina para dos,2020-07-12,2020-07-19,Habitación de hostal en San Andrés,https://www.airbnb.com.co/rooms/28928496?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.40,5",100000,"2 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
APARTAMENTO CON PISCINA EN LA ZONA TURÍSTICA,2020-07-12,2020-07-19,Apartamento entero con servicios incluidos en San Andrés,https://www.airbnb.com.co/rooms/23912798?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.56,73",258571,"4 huéspedes,1 habitación,0 camas,1 baño,Aire acondicionado,Cocina",San Andres
Habitación con baño privado (102) en el CENTRO,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/37789373?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.75,24",119183,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
"FamilyDreams, Cama King (2 singles) Baño Prvd",2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/22261008?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.63,78",85000,"2 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Honey Hill,2020-07-12,2020-07-19,Apartamento entero en La Loma,https://www.airbnb.com.co/rooms/15845699?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.94,37",83286,"2 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Wifi",San Andres
Habitación con baño privado  (101) en el CENTRO,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/37782404?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.84,25",119183,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
San San Andrés Little House 3 by BBBSAI,2020-07-12,2020-07-19,Apartamento entero en CO,https://www.airbnb.com.co/rooms/31165279?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.58,12",92895,"4 huéspedes,2 habitaciones,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Mykonos Beach Sai 202,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/47029607?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,,113614,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado",San Andres
posada candy's- habitacion pareja,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/18116810?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.87,143",80000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Aire acondicionado,Cocina,Wifi",San Andres
Duffis apartments,2020-07-12,2020-07-19,Apartamento entero en San Andrés islas ,https://www.airbnb.com.co/rooms/30959448?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.74,27",139571,"3 huéspedes,1 habitación,2 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Tu Apartamento en Bailey Boat 202,2020-07-12,2020-07-19,Apartamento entero en San Andrés,https://www.airbnb.com.co/rooms/46516289?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.60,5",192000,"8 huéspedes,1 habitación,9 camas,2 baños,Aire acondicionado,Cocina",San Andres
Villa Real House - habitación 6 ( peaceful ),2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/38216142?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,,134286,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
M1.Comfy central pt Near the beach.,2020-07-12,2020-07-19,Apartamento entero en San Andrés isla,https://www.airbnb.com.co/rooms/14248434?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.37,46",130000,"2 huéspedes,1 habitación,3 camas,1 baño,Aire acondicionado,Cocina,Wifi",San Andres
Tropical Breeze Aeropuerto Aloha,2020-07-12,2020-07-19,Habitación de hotel en San Andrés,https://www.airbnb.com.co/rooms/31127806?adults=2&previous_page_section_name=1000&federated_search_id=e6402265-bde0-450d-8892-f0ea1c1bae50,"4.70,71",136000,"2 huéspedes,1 habitación,1 cama,1 baño,Aire acondicionado,Wifi",San Andres
Mar Mulata Apartasuite Loft # 2,2020-07-12,2020-07-19,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/40761641?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.60,43",107429,"4 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Cartagena Laguito Apto 1 hab. para 4 personas,2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/41399993?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.65,34",106000,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartamento con vista al mar - 1720,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45881068?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"3.80,5",126937,"5 huéspedes,1 habitación,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
"Private, comfortable, doble room. AC WIFI.",2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/33223053?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.75,64",47000,"2 huéspedes,1 habitación,1 cama,2 baños compartidos,Wifi,Aire acondicionado,Cocina",Cartagena
10HABITACIÓN CON ENCANTO EN GETSEMANÍ CASAEBANO967,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/24750607?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.82,17",95000,"2 huéspedes,1 habitación,1 cama,1,5 baños compartidos,Wifi,Aire acondicionado,Piscina",Cartagena
"Studio apartment on Laguito, Cartagena",2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/36437781?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.58,57",88975,"4 huéspedes,1 habitación,2 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Habitacion Doble  con Baño privado,2020-07-12,2020-07-19,Habitación de hostal en Cartagena,https://www.airbnb.com.co/rooms/38319926?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.80,35",75000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
"New APT W/ 3 BR, AC, near Old City and the Airport",2020-07-12,2020-07-19,Conjunto residencial entero en Cartagena,https://www.airbnb.com.co/rooms/46052603?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,,85210,"5 huéspedes,3 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
BASICA ECONOMICA VISTA INTERIOR- HOTEL SUMMER,2020-07-12,2020-07-19,Habitación de hotel en Cartagena,https://www.airbnb.com.co/rooms/47283161?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"3.67,3",175129,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Piscina",Cartagena
Apartamento amoblado en Cartagena de Indias,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/30467567?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.75,8",65000,"4 huéspedes,2 habitaciones,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Apartamento Cartagena - Condominio Torre San Jose,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/32138721?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,,70000,"9 huéspedes,3 habitaciones,8 camas,2 baños,Aire acondicionado,Piscina,Cocina",Cartagena
hab. privada Casa Colonial jacuzzi y vista Bahía,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/47170778?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.91,11",153491,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
Bonita locación para tus vacaciones,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/41569494?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.62,21",50000,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
"Suite 3 en Bocagrande, Cerca de todo.",2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/37930851?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.45,33",77571,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado,Cocina",Cartagena
¡Oferta! ¡Habitación en el Centro Histórico!,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/22398429?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.82,102",64999,"2 huéspedes,1 habitación,1 cama,1 baño privado,Wifi,Aire acondicionado",Cartagena
CARTAGENA CASA BOUTIQUE,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/48625369?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,,80000,"3 huéspedes,1 habitación,1 cama,1,5 baños compartidos,Wifi,Aire acondicionado",Cartagena
Jewel in a XVII Century Mansion at the Walled City,2020-07-12,2020-07-19,Loft entero en Cartagena,https://www.airbnb.com.co/rooms/43342671?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"5.0,12",167900,"4 huéspedes,Estudio,3 camas,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
Hollywood Beach Suite 309,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/45531418?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.33,3",118320,"2 huéspedes,Estudio,1 cama,1 baño,Wifi,Aire acondicionado,Cocina",Cartagena
¡Oferta!Habitación privada con aire en Getsemaníi,2020-07-12,2020-07-19,Habitación privada en Cartagena,https://www.airbnb.com.co/rooms/31691866?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.93,168",57000,"2 huéspedes,1 habitación,1 cama,1 baño compartido,Wifi,Aire acondicionado,Cocina",Cartagena
VR SUITES,2020-07-12,2020-07-19,Apartamento entero en Cartagena,https://www.airbnb.com.co/rooms/32476493?adults=2&previous_page_section_name=1000&federated_search_id=637e6de1-e5ab-4fd2-b205-8225aa5f91d0,"4.72,134",172857,"4 huéspedes,Estudio,3 camas,1 baño,Wifi,Aire acondicionado,Piscina,Cocina",Cartagena
Hostal Finca Palo Alto Cabaña 2,2020-07-12,2020-07-19,Estadía en granja en San Agustín,https://www.airbnb.com.co/rooms/40509523?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,200000,"5 huéspedes,1 habitación,3 camas,1 baño,Estacionamiento gratuito",San Agustín
Relax in the cozy Casa Luna,2020-07-12,2020-07-19,Bungalow entero en San Agustín,https://www.airbnb.com.co/rooms/28657116?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,140000,"2 huéspedes,1 habitación,2 camas,1 baño,Estacionamiento gratuito",San Agustín
Habitación con Baño Privado,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/23055078?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,100000,"2 huéspedes,2 habitaciones,2 camas,2 baños",San Agustín
Hotel Yalconia - San Agustin Huila,2020-07-12,2020-07-19,Habitación de hotel en San Agustín,https://www.airbnb.com.co/rooms/39126047?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,200000,"2 huéspedes,30 habitaciones,50 camas,1 baño privado,Piscina",San Agustín
Tierra Activa finca Orgánica Habitación Fuego,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/45867647?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,160000,"3 huéspedes,1 habitación,2 camas,1 baño privado,Estacionamiento gratuito",San Agustín
"LA MIGUELA: una buena finca, para un gran descanso",2020-07-12,2020-07-19,Habitación privada en Pitalito,https://www.airbnb.com.co/rooms/33883128?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,40000,"11 huéspedes,6 habitaciones,11 camas,6 baños,Estacionamiento gratuito",San Agustín
"spacious, garden guesthouse in San Agustin,",2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/16763076?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,120000,"4 huéspedes,1 habitación,2 camas,1 baño privado",San Agustín
Tierra Activa Finca Orgánica Habitación Agua,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/45868167?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,160000,"3 huéspedes,1 habitación,2 camas,1 baño privado,Estacionamiento gratuito",San Agustín
Casa Campestre - Casa Elvirita San Agustin - Huila,2020-07-12,2020-07-19,Habitación privada en Huila,https://www.airbnb.com.co/rooms/24288506?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,160000,"16 huéspedes,9 habitaciones,19 camas,8 baños,Estacionamiento gratuito",San Agustín
Hospedaje la casa de Belen,2020-07-12,2020-07-19,Conjunto residencial entero en San Agustín,https://www.airbnb.com.co/rooms/28513824?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,150000,"8 huéspedes,2 habitaciones,1 cama,2 baños,Estacionamiento gratuito",San Agustín
Habitación con Baño Compartido,2020-07-12,2020-07-19,Habitación compartida en San Agustín,https://www.airbnb.com.co/rooms/22549534?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,80000,"6 huéspedes,1 habitación,4 camas,3 baños compartidos",San Agustín
Tierra Activa finca Orgánica Habitación Viento,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/45866906?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,160000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Estacionamiento gratuito",San Agustín
DON JUAN HOSTEL,2020-07-12,2020-07-19,Casa de campo entera en San Agustín ,https://www.airbnb.com.co/rooms/33214853?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,230000,"6 huéspedes,2 habitaciones,3 camas,2 baños,Estacionamiento gratuito",San Agustín
Hermosa y auténtica finca campestre - La Estrella,2020-07-12,2020-07-19,Casa entera en San Agustin,https://www.airbnb.com.co/rooms/42175450?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,328571,"8 huéspedes,4 habitaciones,5 camas,3 baños,Estacionamiento gratuito",San Agustín
Dormitory Hostal Bambu,2020-07-12,2020-07-19,Habitación de hotel en San Agustín,https://www.airbnb.com.co/rooms/22773379?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,300000,"6 huéspedes,1 habitación,1 cama,3 baños",San Agustín
finca agroturistica la cabaña,2020-07-12,2020-07-19,Habitación compartida en Acevedo,https://www.airbnb.com.co/rooms/19661602?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,230156,"4 huéspedes,1 habitación,7 camas,2 baños compartidos",San Agustín
"Tierra Activa Habitación Eter, finca Orgánica",2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/45865129?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,160000,"2 huéspedes,1 habitación,1 cama,1 baño privado,Estacionamiento gratuito",San Agustín
Hostal Finca Palo Alto - Casa estilo Eje cafetero,2020-07-12,2020-07-19,Casa de campo entera en San Agustín,https://www.airbnb.com.co/rooms/40505547?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,480000,"16 huéspedes,3 habitaciones,14 camas,3 baños,Estacionamiento gratuito",San Agustín
Cabaña Casa Colombiana,2020-07-12,2020-07-19,Cabaña entera en San Agustín,https://www.airbnb.com.co/rooms/34774013?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,150000,"4 huéspedes,2 habitaciones,4 camas,1 baño,Estacionamiento gratuito",San Agustín
CASA COLONIAL SAN AGUSTIN,2020-07-12,2020-07-19,Habitación privada en San Agustín,https://www.airbnb.com.co/rooms/35805916?adults=2&previous_page_section_name=1000&federated_search_id=64815cf3-a444-4f58-87c5-345fff985a7a,,300000,"6 huéspedes,3 habitaciones,3 camas,3 baños,Estacionamiento gratuito",San Agustín
ZAIDA HOUSE hab #2,2020-07-12,2020-07-19,Habitación privada en San Andrés,https://www.airbnb.com.co/rooms/13451421?adults=2&previous_page_section_name=1000&federated_search_id=7543d83c-2e40-435c-8370-95b36733f76d,"4.45,20",70000,"3 huéspedes,1 habitación,2 camas,1 baño privado,Aire acondicionado,Wifi",San Andres
